Ref,Val,Package,PosX,PosY,Rot,Side
"D20","LED","LED_0805_2012Metric",291.264000,-74.520000,90.000000,top
"D20","LED","LED_0805_2012Metric",191.264000,-126.520000,90.000000,top
"D20","LED","LED_0805_2012Metric",291.264000,-126.520000,90.000000,top
"D20","LED","LED_0805_2012Metric",291.264000,-230.520000,90.000000,top
"D21","LED","LED_0805_2012Metric",261.292000,-229.758000,90.000000,top
"D21","LED","LED_0805_2012Metric",161.292000,-229.758000,90.000000,top
"D21","LED","LED_0805_2012Metric",61.292000,-229.758000,90.000000,top
"D21","LED","LED_0805_2012Metric",261.292000,-73.758000,90.000000,top
"D21","LED","LED_0805_2012Metric",61.292000,-73.758000,90.000000,top
"D21","LED","LED_0805_2012Metric",161.292000,-73.758000,90.000000,top
"D21","LED","LED_0805_2012Metric",161.292000,-21.758000,90.000000,top
"D21","LED","LED_0805_2012Metric",61.292000,-125.758000,90.000000,top
"D21","LED","LED_0805_2012Metric",161.292000,-125.758000,90.000000,top
"D21","LED","LED_0805_2012Metric",261.292000,-125.758000,90.000000,top
"D21","LED","LED_0805_2012Metric",61.292000,-177.758000,90.000000,top
"D21","LED","LED_0805_2012Metric",161.292000,-177.758000,90.000000,top
"D21","LED","LED_0805_2012Metric",261.292000,-177.758000,90.000000,top
"D21","LED","LED_0805_2012Metric",261.292000,-21.758000,90.000000,top
"D21","LED","LED_0805_2012Metric",61.292000,-21.758000,90.000000,top
"D22","LED","LED_0805_2012Metric",293.471500,-36.998000,0.000000,top
"D22","LED","LED_0805_2012Metric",193.471500,-36.998000,0.000000,top
"D22","LED","LED_0805_2012Metric",93.471500,-88.998000,0.000000,top
"D22","LED","LED_0805_2012Metric",93.471500,-36.998000,0.000000,top
"D22","LED","LED_0805_2012Metric",193.471500,-88.998000,0.000000,top
"D22","LED","LED_0805_2012Metric",193.471500,-192.998000,0.000000,top
"D22","LED","LED_0805_2012Metric",293.471500,-88.998000,0.000000,top
"D22","LED","LED_0805_2012Metric",93.471500,-140.998000,0.000000,top
"D22","LED","LED_0805_2012Metric",193.471500,-140.998000,0.000000,top
"D22","LED","LED_0805_2012Metric",293.471500,-140.998000,0.000000,top
"D22","LED","LED_0805_2012Metric",93.471500,-192.998000,0.000000,top
"D22","LED","LED_0805_2012Metric",293.471500,-192.998000,0.000000,top
"D22","LED","LED_0805_2012Metric",93.471500,-244.998000,0.000000,top
"D22","LED","LED_0805_2012Metric",193.471500,-244.998000,0.000000,top
"D22","LED","LED_0805_2012Metric",293.471500,-244.998000,0.000000,top
"D23","LED","LED_0805_2012Metric",53.164000,-23.028000,90.000000,top
"D23","LED","LED_0805_2012Metric",153.164000,-231.028000,90.000000,top
"D23","LED","LED_0805_2012Metric",153.164000,-23.028000,90.000000,top
"D23","LED","LED_0805_2012Metric",153.164000,-75.028000,90.000000,top
"D23","LED","LED_0805_2012Metric",53.164000,-75.028000,90.000000,top
"D23","LED","LED_0805_2012Metric",253.164000,-23.028000,90.000000,top
"D23","LED","LED_0805_2012Metric",53.164000,-231.028000,90.000000,top
"D23","LED","LED_0805_2012Metric",253.164000,-179.028000,90.000000,top
"D23","LED","LED_0805_2012Metric",253.164000,-231.028000,90.000000,top
"D23","LED","LED_0805_2012Metric",153.164000,-179.028000,90.000000,top
"D23","LED","LED_0805_2012Metric",53.164000,-179.028000,90.000000,top
"D23","LED","LED_0805_2012Metric",253.164000,-127.028000,90.000000,top
"D23","LED","LED_0805_2012Metric",153.164000,-127.028000,90.000000,top
"D23","LED","LED_0805_2012Metric",53.164000,-127.028000,90.000000,top
